gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,1,No,No,18,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,99.21210085559852,1785.8178154007733,Yes
Female,0,No,No,25,Yes,No phone service,No,No,Yes,No,Yes,No,Yes,Two year,No,Mailed check,45.198590632609964,1129.9647658152492,Yes
Female,1,Yes,Yes,41,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),81.87621802271738,3356.9249389314127,No
Male,0,Yes,Yes,62,Yes,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),111.17083483377444,6892.591759694015,Yes
Female,0,Yes,Yes,23,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),113.36245510363031,2607.336467383497,Yes
Female,0,Yes,Yes,29,No,No,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Electronic check,74.82941938925143,2170.0531622882913,Yes
Female,1,No,No,59,No,Yes,No,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,90.38969937509519,5332.992263130616,No
Female,1,No,Yes,70,No,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,83.59538089446743,5851.67666261272,Yes
Female,0,No,Yes,58,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,84.87420909263295,4922.704127372711,No
Male,0,Yes,Yes,25,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,84.51517979348897,2112.8794948372242,No
Female,0,No,No,20,No,No,No,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,22.736858199759936,454.7371639951987,No
Male,1,Yes,Yes,20,No,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),108.63355973049981,2172.6711946099963,Yes
Male,1,No,No,36,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),115.94367945815358,4173.972460493529,No
Female,1,No,Yes,56,No,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),95.4209689367197,5343.574260456304,No
Male,0,Yes,No,69,No,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,100.44513817076925,6930.714533783079,Yes
Male,1,Yes,No,42,Yes,No,No,No,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),38.572628849581875,1620.0504116824388,Yes
Female,1,No,No,49,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),112.83407765795391,5528.869805239741,No
Female,1,Yes,No,70,Yes,Yes,No,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,105.09186625167851,7356.430637617495,Yes
Female,0,No,Yes,38,Yes,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.02583920966684,3762.98188996734,No
Female,1,Yes,Yes,25,No,No phone service,No,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),21.741527049009356,543.5381762252339,No
Male,1,No,Yes,42,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,35.91329883274069,1508.3585509751092,No
Female,0,No,No,55,Yes,No phone service,No,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,96.03461489583133,5281.903819270723,No
Male,0,No,Yes,41,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),88.39780349782617,3624.309943410873,No
Female,0,Yes,No,61,No,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,102.85323153050875,6274.047123361034,No
Male,1,Yes,Yes,69,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),96.29921059852394,6644.645531298152,No
Female,0,Yes,Yes,64,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,112.69158511036943,7212.261447063644,No
Female,1,No,No,61,Yes,No phone service,No,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,35.87284368607102,2188.243464850332,Yes
Female,1,Yes,Yes,52,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Electronic check,42.76677483533213,2223.8722914372706,No
Female,1,No,No,25,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,114.71941593707339,2867.9853984268348,No
Male,0,No,Yes,24,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Mailed check,44.208313931363634,1060.999534352727,Yes
Male,1,No,Yes,58,No,No phone service,No,Yes,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),27.941984377475457,1620.6350938935766,Yes
Female,0,Yes,Yes,68,No,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),117.4521450118225,7986.74586080393,No
Male,0,No,Yes,47,No,No phone service,No,No,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),60.92098579155622,2863.286332203142,Yes
Female,1,No,Yes,57,Yes,No phone service,DSL,No,No,No,No,No,No,Two year,No,Credit card (automatic),28.761615439627352,1639.412080058759,Yes
Female,1,Yes,No,66,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,92.39586113525485,6098.12683492682,Yes
Male,1,No,No,41,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,110.32008064375394,4523.123306393912,No
Female,1,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),46.0423441936465,1012.931572260223,No
Female,1,Yes,No,43,Yes,No phone service,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),88.95164413114347,3824.9206976391692,No
Male,0,Yes,Yes,35,No,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),118.81627693260674,4158.569692641236,No
Male,1,Yes,Yes,41,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,103.30971070138307,4235.698138756706,Yes
Female,1,Yes,Yes,58,No,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,36.175667594115694,2098.18872045871,No
Male,0,Yes,No,61,Yes,No phone service,No,Yes,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),18.197324350320795,1110.0367853695684,No
Male,0,No,Yes,68,Yes,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),27.252973501527627,1853.2021981038786,Yes
Male,1,Yes,Yes,47,No,No,No,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,80.34772513183404,3776.3430811962,No
Male,0,Yes,Yes,23,No,No,No,Yes,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),37.781973160691976,868.9853826959154,Yes
Male,1,Yes,Yes,44,Yes,No phone service,No,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,80.12952969577377,3525.699306614046,Yes
Male,1,No,Yes,34,No,No,No,No,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),111.92103614575828,3805.3152289557815,Yes
Male,1,No,Yes,42,Yes,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,105.70567839465546,4439.638492575529,No
Female,0,No,Yes,19,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),117.55118959505641,2233.472602306072,Yes
Female,0,Yes,No,25,No,No phone service,No,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,19.987615906724628,499.6903976681157,No
Male,0,Yes,No,45,No,No phone service,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),29.373095393837055,1321.7892927226674,No
Female,1,No,No,41,No,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),66.41487004471023,2723.0096718331192,Yes
Female,1,Yes,No,67,No,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,81.69162250546819,5473.338707866369,No
Female,1,Yes,No,68,No,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Mailed check,55.634849405340624,3783.1697595631626,No
Female,1,No,No,23,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),93.33078151137536,2146.607974761633,Yes
Female,0,No,Yes,22,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,116.2477447462719,2557.4503844179817,No
Female,0,No,No,33,No,No,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Mailed check,44.942356453206905,1483.0977629558279,No
Male,1,No,Yes,62,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),84.35464891269132,5229.988232586862,No
Male,0,Yes,No,69,No,No,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Mailed check,51.27434973104298,3537.930131441966,No
Female,1,Yes,No,59,No,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,113.34443217226303,6687.321498163518,Yes
Female,1,No,Yes,71,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),30.269212511130036,2149.1140882902328,Yes
Female,0,No,Yes,57,Yes,No phone service,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,92.8372687658989,5291.724319656238,Yes
Female,1,Yes,No,72,No,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),70.87507872231609,5103.005668006758,Yes
Male,0,No,Yes,57,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Two year,No,Mailed check,23.756059312671077,1354.0953808222514,Yes
Female,1,Yes,No,31,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,112.13747431184827,3476.2617036672964,No
Male,0,Yes,No,46,Yes,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),103.72729988947967,4771.455794916064,Yes
Male,1,No,Yes,61,No,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,92.83972815710887,5663.223417583641,Yes
Female,0,No,Yes,71,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),47.04059394426492,3339.8821700428093,No
Female,0,No,No,20,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,19.876105101781288,397.5221020356258,Yes
Female,0,Yes,No,19,No,Yes,DSL,Yes,No,No,No,No,No,Two year,No,Credit card (automatic),70.89909588723654,1347.0828218574943,Yes
Male,1,No,No,53,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,118.72390406802648,6292.366915605404,No
Female,0,No,No,67,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),90.6573422310008,6074.041929477054,No
Male,1,No,Yes,71,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Two year,No,Electronic check,39.157540744488585,2780.1853928586897,No
Male,0,Yes,Yes,59,No,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,50.86243561296785,3000.883701165103,Yes
Female,1,Yes,Yes,68,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),86.50194871571328,5882.132512668503,Yes
Male,1,Yes,Yes,49,Yes,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,No,Credit card (automatic),54.623750376983175,2676.5637684721755,Yes
Male,1,No,No,37,No,Yes,No,No,Yes,Yes,No,No,Yes,Two year,No,Electronic check,68.54677590855064,2536.2307086163737,Yes
Female,0,No,Yes,49,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,101.81063426181447,4988.721078828909,No
Male,0,Yes,Yes,53,No,No,No,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,95.4129665741496,5056.88722842993,No
Male,1,No,Yes,59,Yes,No,No,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,117.9829990750931,6960.996945430493,No
Male,0,Yes,Yes,69,No,No,No,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,114.22958715493601,7881.841513690585,Yes
Female,1,No,Yes,32,No,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,56.5853344522633,1810.7307024724255,Yes
Male,1,No,No,47,No,Yes,Fiber optic,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),79.78187247210589,3749.748006188977,No
Male,1,No,No,40,No,No phone service,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),115.62298840808903,4624.919536323561,No
Female,0,No,Yes,28,Yes,No phone service,No,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),56.154336307731384,1572.3214166164787,No
Male,0,No,No,53,No,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,110.52515434971338,5857.833180534809,Yes
Female,1,Yes,Yes,63,Yes,No,No,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),62.44891502405255,3934.281646515311,No
Female,1,Yes,No,29,No,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),106.9078344724784,3100.3271997018737,Yes
Male,1,Yes,Yes,21,No,No,No,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),95.53891793535308,2006.3172766424148,No
Male,1,No,Yes,65,Yes,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,104.00152131529701,6760.098885494306,Yes
Male,0,No,No,70,Yes,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,87.71380936104462,6139.966655273124,Yes
Female,1,Yes,Yes,38,Yes,Yes,No,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,113.76821541744368,4323.19218586286,Yes
Male,1,No,Yes,48,No,No phone service,No,Yes,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),69.59867373219882,3340.7363391455433,No
Female,1,No,No,36,No,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,No,Electronic check,63.182784918844696,2274.580257078409,Yes
Male,1,Yes,Yes,46,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),91.6415970963354,4215.513466431428,No
Female,0,Yes,No,40,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),72.61951134071558,2904.780453628623,Yes
Male,1,No,No,57,No,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),27.89181836273168,1589.8336466757057,Yes
Female,0,Yes,No,40,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),55.71794661731719,2228.7178646926877,No
Female,1,Yes,Yes,56,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),107.54778207524365,6022.675796213644,No
Male,0,No,Yes,34,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),55.32905904038222,1881.1880073729953,Yes
Male,1,No,No,33,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),84.03661132774424,2773.20817381556,No
Female,1,Yes,No,24,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,88.39670885812914,2121.5210125950994,Yes
Female,0,No,Yes,27,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Two year,No,Mailed check,32.560716958404086,879.1393578769104,Yes
Male,1,No,Yes,25,No,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),50.8164050052124,1270.41012513031,No
Female,0,No,No,61,Yes,No phone service,No,Yes,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),32.07319134036248,1956.464671762111,No
Male,0,No,Yes,61,No,No phone service,No,No,Yes,No,No,Yes,No,Two year,No,Mailed check,55.18516558594234,3366.295100742483,No
Female,1,No,No,30,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),42.545225985855545,1276.3567795756665,No
Male,0,Yes,No,50,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Mailed check,76.70556078863775,3835.278039431888,Yes
Female,1,Yes,Yes,48,No,No,No,No,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),39.32724096685173,1887.7075664088832,Yes
Female,1,Yes,Yes,40,No,No phone service,No,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),90.60105402147654,3624.042160859062,Yes
Male,0,No,Yes,51,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,111.27179860684495,5674.861728949093,Yes
Female,0,Yes,No,60,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Mailed check,52.002583091058014,3120.154985463481,Yes
Female,1,No,Yes,18,No,No phone service,No,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),85.89572745329424,1546.1230941592964,Yes
Male,0,Yes,No,45,No,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),83.6134954975419,3762.6072973893856,No
Male,1,Yes,Yes,43,Yes,No phone service,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),75.31591902905805,3238.5845182494963,Yes
Female,0,Yes,Yes,40,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),64.30552702413922,2572.221080965569,Yes
Female,0,Yes,No,69,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),81.24032963107211,5605.582744543976,No
Male,1,Yes,No,63,Yes,No,No,No,No,No,No,Yes,No,Two year,No,Electronic check,31.817361969856865,2004.4938041009825,Yes
Male,0,Yes,Yes,32,No,Yes,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,76.97366224470758,2463.1571918306427,Yes
Female,0,No,No,25,Yes,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,100.61639596265007,2515.409899066252,Yes
Male,1,No,No,61,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),101.63152143593275,6199.522807591898,Yes
Male,1,No,No,26,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,116.0887523925521,3018.3075622063543,No
Male,1,Yes,No,27,No,Yes,DSL,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),68.74492155125205,1856.1128818838054,Yes
Male,1,No,No,57,Yes,Yes,No,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,85.48654823440224,4872.733249360927,Yes
Female,1,Yes,No,60,Yes,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Mailed check,39.18544831042047,2351.126898625228,No
Male,0,Yes,No,18,Yes,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),99.76881867588352,1795.8387361659034,Yes
Male,1,No,Yes,25,No,Yes,No,No,No,No,No,No,Yes,Two year,Yes,Electronic check,22.366658004137516,559.1664501034379,Yes
Male,1,Yes,No,56,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),116.49781666365885,6523.877733164896,Yes
Female,0,No,No,38,No,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),107.09825832824804,4069.7338164734256,Yes
Male,1,No,Yes,70,Yes,Yes,No,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),51.4053777667131,3598.376443669917,Yes
Male,0,No,No,68,No,No phone service,No,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),113.00350239727166,7684.238163014473,No
Female,1,No,Yes,42,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),58.699821529781104,2465.3925042508063,No
Female,0,Yes,Yes,23,Yes,No,No,No,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),88.94171314052949,2045.6594022321783,No
Female,0,No,No,59,Yes,No phone service,DSL,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),58.65454817210134,3460.618342153979,No
Male,0,Yes,No,48,No,No,No,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),86.70588526774455,4161.882492851739,Yes
Male,0,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),103.38725594003449,7030.3334039223455,No
Male,1,No,Yes,50,Yes,Yes,No,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,100.55609535751788,5027.804767875894,Yes
Female,0,Yes,No,22,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,28.37911514832578,624.3405332631671,Yes
Female,1,Yes,Yes,63,No,No,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Mailed check,61.47893929847238,3873.17317580376,No
Male,1,Yes,Yes,68,Yes,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),96.726504721877,6577.402321087637,Yes
Female,1,Yes,Yes,58,No,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,109.59854612685432,6356.71567535755,Yes
Male,1,No,Yes,50,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,66.433983610426,3321.6991805212997,No
Female,1,No,Yes,63,No,Yes,No,No,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),68.66575373622257,4325.942485382022,No
Male,1,Yes,No,18,Yes,No phone service,No,Yes,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),109.93893686610254,1978.9008635898456,Yes
Male,1,Yes,Yes,62,Yes,No phone service,No,No,No,Yes,No,No,No,Two year,No,Mailed check,43.35707139131851,2688.138426261748,Yes
Female,1,No,Yes,22,No,Yes,No,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),47.723716216609176,1049.9217567654018,Yes
Female,0,No,Yes,43,Yes,Yes,No,No,Yes,No,No,No,No,Two year,No,Credit card (automatic),38.59253778909364,1659.4791249310265,No
Male,0,No,Yes,22,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,92.92015541048937,2044.2434190307663,Yes
Female,1,Yes,No,43,Yes,No phone service,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,31.64371923517785,1360.6799271126476,Yes
Female,0,Yes,No,46,Yes,No phone service,No,No,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),36.77401781116154,1691.6048193134309,Yes
Male,1,Yes,Yes,46,No,No,No,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,62.928963684959896,2894.732329508155,No
Male,0,Yes,No,27,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),116.50297936541799,3145.5804428662855,No
Male,1,No,No,50,Yes,No phone service,DSL,Yes,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),32.790873790418004,1639.5436895209002,No
Male,0,Yes,No,25,No,Yes,No,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,57.10223346040085,1427.5558365100214,Yes
Male,1,No,No,60,No,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,116.29513476304601,6977.7080857827605,Yes
Female,1,No,No,18,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,75.8624956898753,1365.5249224177555,No
Male,1,Yes,No,39,Yes,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),31.02665815047985,1210.039667868714,No
Female,1,Yes,No,59,Yes,No,No,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),38.58035505035946,2276.240947971208,No
Male,0,Yes,Yes,67,No,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),99.78747649757024,6685.760925337206,No
Female,0,Yes,Yes,59,Yes,No phone service,No,Yes,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),57.613442104992835,3399.1930841945773,No
Female,1,Yes,No,35,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),48.81801701964953,1708.6305956877336,Yes
Male,1,Yes,Yes,28,No,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),35.98439497428003,1007.5630592798408,Yes
Female,0,Yes,Yes,56,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,45.231838024264135,2532.982929358792,Yes
Male,0,No,Yes,57,Yes,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),92.56190548586392,5276.028612694243,Yes
Female,0,No,No,44,Yes,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,85.64478611235063,3768.3705889434277,No
Female,1,Yes,No,55,Yes,Yes,No,No,Yes,No,Yes,No,No,One year,Yes,Electronic check,65.68867988049877,3612.8773934274323,Yes
Male,1,Yes,No,52,Yes,No phone service,Fiber optic,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),51.28839522026285,2666.996551453668,Yes
Male,0,Yes,No,63,Yes,Yes,No,No,Yes,No,No,No,No,Two year,No,Mailed check,85.36583978816522,5378.0479066544085,Yes
Female,0,Yes,No,27,No,Yes,DSL,No,No,Yes,No,No,No,One year,No,Credit card (automatic),60.19012191002071,1625.133291570559,Yes
Female,1,Yes,No,58,Yes,No phone service,DSL,No,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),51.40772412300503,2981.6479991342917,Yes
Female,1,No,No,29,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),82.34751518235595,2388.0779402883227,No
Male,1,No,Yes,43,No,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),54.69368685360398,2351.828534704971,Yes
Female,1,Yes,No,62,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,107.2821376532115,6651.492534499113,No
Female,0,No,Yes,62,No,No,DSL,Yes,No,No,No,No,Yes,Two year,No,Mailed check,113.17783129947523,7017.025540567464,Yes
Female,1,Yes,No,52,No,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,54.588153403325144,2838.5839769729073,Yes
Female,0,No,No,64,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,72.6247540268603,4647.984257719059,No
Female,0,No,Yes,31,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,95.28972436324844,2953.9814552607018,Yes
Female,0,No,Yes,72,No,Yes,Fiber optic,No,No,Yes,No,No,No,One year,No,Mailed check,40.34500170787878,2904.8401229672722,No
Female,1,No,No,54,No,No phone service,No,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,34.896892164854464,1884.432176902141,Yes
Female,0,No,Yes,49,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),109.07620094293044,5344.733846203591,No
Female,0,No,No,26,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,85.15551644051023,2214.043427453266,Yes
Female,1,Yes,No,24,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Electronic check,22.768302759526183,546.4392662286284,Yes
